# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
ptg000002l	cds	2236363	2236632	-	IIKNCJ_11425		MaoC-like domain-containing protein	RefSeq:WP_000671099.1, SO:0001217, UniParc:UPI00000D7672, UniRef:UniRef100_X5EG78, UniRef:UniRef50_Q2G0K0, UniRef:UniRef90_T1Y6L5
ptg000002l	cds	2236635	2237000	-	IIKNCJ_11430	vraC	Protein VraC	RefSeq:WP_001165058.1, SO:0001217, UniParc:UPI0000054818, UniRef:UniRef100_Q9KWK3, UniRef:UniRef50_Q9KWK3, UniRef:UniRef90_Q9KWK3
ptg000002l	cds	2236975	2238114	-	IIKNCJ_11435	vraB	Putative acetyl-CoA C-acetyltransferase VraB	COG:COG0183, COG:I, EC:2.3.1.-, GO:0016747, RefSeq:WP_001070676.1, SO:0001217, UniParc:UPI00000D7809, UniRef:UniRef100_Q9KWK4, UniRef:UniRef50_Q9KWK4, UniRef:UniRef90_Q9KWK4
ptg000002l	cds	2238116	2239492	-	IIKNCJ_11440	vraA	Putative long chain fatty acid-CoA ligase VraA	COG:COG0318, COG:I, EC:6.2.1.-, GO:0006631, GO:0016874, RefSeq:WP_001100835.1, SO:0001217, UniParc:UPI00000D765B, UniRef:UniRef100_Q9KWK5, UniRef:UniRef50_Q9KWK5, UniRef:UniRef90_Q9KWK5
ptg000002l	cds	2240036	2241436	-	IIKNCJ_11445	proP	Putative proline/betaine transporter	COG:COG2814, COG:G, GO:0005886, GO:0015293, RefSeq:WP_000347061.1, SO:0001217, UniParc:UPI00000CAA1A, UniRef:UniRef100_Q9KWK6, UniRef:UniRef50_Q4L3Q4, UniRef:UniRef90_Q6GJ96
ptg000002l	cds	2241938	2242585	-	IIKNCJ_11450	gph	Phosphoglycolate phosphatase, HAD superfamily	COG:C, COG:COG0546, RefSeq:WP_000667097.1, SO:0001217, UniParc:UPI0000696BCA, UniRef:UniRef100_A0A0E7MZM8, UniRef:UniRef50_A0A0E7MZM8, UniRef:UniRef90_A0A0E7MZM8
ptg000002l	cds	2242698	2243246	-	IIKNCJ_11455	hxlB	D-arabinose 5-phosphate isomerase GutQ	COG:COG0794, COG:GM, RefSeq:WP_001051594.1, SO:0001217, UniParc:UPI000005481D, UniRef:UniRef100_W8U665, UniRef:UniRef50_A0A3S4M100, UniRef:UniRef90_W8U665
ptg000002l	cds	2243248	2243880	-	IIKNCJ_11460	hxlA	3-hexulose-6-phosphate synthase	COG:COG0269, COG:G, EC:4.1.2.43, GO:0004590, GO:0005975, GO:0006207, GO:0006730, GO:0019647, GO:0043801, RefSeq:WP_000422858.1, SO:0001217, UniParc:UPI0000696BC8, UniRef:UniRef100_Q2FJ70, UniRef:UniRef50_P42405, UniRef:UniRef90_Q2G0K7
ptg000002l	cds	2243957	2244715	-	IIKNCJ_11465	nagB	glucosamine-6-phosphate deaminase	COG:COG0363, COG:G, EC:3.5.99.6, GO:0004342, GO:0005975, GO:0006044, GO:0019262, RefSeq:WP_000866415.1, SO:0001217, UniParc:UPI0000054820, UniRef:UniRef100_A7WZ06, UniRef:UniRef50_Q49VB6, UniRef:UniRef90_Q6GJA0
ptg000002l	cds	2244991	2245353	+	IIKNCJ_11470		DUF1806 domain-containing protein	RefSeq:WP_001547756.1, SO:0001217, UniParc:UPI00004B5B39, UniRef:UniRef100_A0A0B4N979, UniRef:UniRef50_A0A7U7JT15, UniRef:UniRef90_A0A7U7JT15
ptg000002l	cds	2245367	2246032	+	IIKNCJ_11475	bshB2	bacillithiol biosynthesis deacetylase BshB2	COG:COG2120, COG:G, RefSeq:WP_000129063.1, SO:0001217, UniParc:UPI00004B5B38, UniRef:UniRef100_A0A0E7R271, UniRef:UniRef50_I3EBR5, UniRef:UniRef90_A0A0E7R271
ptg000002l	cds	2246045	2246923	+	IIKNCJ_11480	folE2	GTP cyclohydrolase FolE2	COG:COG1469, COG:H, EC:3.5.4.16, GO:0003934, GO:0035998, RefSeq:WP_000134232.1, SO:0001217, UniParc:UPI0000054823, UniRef:UniRef100_Q2FJ74, UniRef:UniRef50_Q49VB3, UniRef:UniRef90_Q2FJ74
ptg000002l	cds	2247205	2248695	+	IIKNCJ_11485	rfaB	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0438, COG:M, RefSeq:WP_001106113.1, SO:0001217, UniParc:UPI0000054824, UniRef:UniRef100_X5ELM4, UniRef:UniRef50_X5ELM4, UniRef:UniRef90_X5ELM4
ptg000002l	cds	2248819	2250291	-	IIKNCJ_11490	rfaB	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0438, COG:M, RefSeq:WP_001106738.1, SO:0001217, UniParc:UPI0000054825, UniRef:UniRef100_A0A0D6G869, UniRef:UniRef50_A0A0D6G869, UniRef:UniRef90_A0A0D6G869
ptg000002l	cds	2250410	2253874	-	IIKNCJ_11495	sdrE	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	GO:0005576, GO:0007155, RefSeq:WP_000610319.1, SO:0001217, UniParc:UPI0000696BC7, UniRef:UniRef100_Q2FJ77, UniRef:UniRef50_O86489, UniRef:UniRef90_O86489, VFDB:VFC0001, VFDB:VFG001281
ptg000002l	cds	2254268	2258413	-	IIKNCJ_11500	sdrD	MSCRAMM family adhesin SdrD	BlastRules:WP_000934401, GO:0005576, GO:0007155, RefSeq:WP_000934424.1, SO:0001217, UniParc:UPI00004B5B37, UniRef:UniRef100_Q2FJ78, UniRef:UniRef50_Q2G0L4, UniRef:UniRef90_Q2G0L4
ptg000002l	cds	2258780	2261623	-	IIKNCJ_11505	sdrC	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	GO:0005576, GO:0007155, RefSeq:WP_001060483.1, SO:0001217, UniParc:UPI0000696BC6, UniRef:UniRef100_Q2FJ79, UniRef:UniRef50_O86487, UniRef:UniRef90_O86487, VFDB:VFC0001, VFDB:VFG001279
ptg000002l	cds	2262054	2262620	-	IIKNCJ_11510	azo1	FMN-dependent NADPH-azoreductase	COG:C, COG:COG0431, EC:1.7.-.-, GO:0016491, RefSeq:WP_000677261.1, SO:0001217, UniParc:UPI0000054828, UniRef:UniRef100_Q2FJ80, UniRef:UniRef50_Q49VB1, UniRef:UniRef90_Q2FJ80
ptg000002l	cds	2262641	2263510	-	IIKNCJ_11515	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, RefSeq:WP_000593367.1, SO:0001217, UniParc:UPI000005482A, UniRef:UniRef100_A0A0D6G8D7, UniRef:UniRef50_A0A0D6G8D7, UniRef:UniRef90_A0A0D6G8D7
ptg000002l	cds	2263657	2264127	-	IIKNCJ_11520	tadA	tRNA adenosine(34) deaminase TadA	COG:COG0590, COG:J, EC:3.5.4.33, GO:0002100, GO:0008270, GO:0052717, KEGG:K11991, RefSeq:WP_000180281.1, SO:0001217, UniParc:UPI000005482B, UniRef:UniRef100_Q99W51, UniRef:UniRef50_Q99W51, UniRef:UniRef90_Q99W51
ptg000002l	cds	2264194	2264811	+	IIKNCJ_11525	dck	Deoxyadenosine/deoxycytidine kinase	COG:COG1428, COG:F, RefSeq:WP_001039519.1, SO:0001217, UniParc:UPI000005482C, UniRef:UniRef100_A0A133PZV0, UniRef:UniRef50_A0A0D6XTX9, UniRef:UniRef90_A0A2K4AFD9
ptg000002l	cds	2264804	2265466	+	IIKNCJ_11530	dck	Deoxyadenosine/deoxycytidine kinase	COG:COG1428, COG:F, RefSeq:WP_001067262.1, SO:0001217, UniParc:UPI000005482D, UniRef:UniRef100_Q0H0H0, UniRef:UniRef50_P37529, UniRef:UniRef90_Q0H0H0
ptg000002l	cds	2265582	2266265	-	IIKNCJ_11535	gph	Phosphoglycolate phosphatase, HAD superfamily	COG:C, COG:COG0546, RefSeq:WP_000454784.1, SO:0001217, UniParc:UPI00000D9CAE, UniRef:UniRef100_X5DXD1, UniRef:UniRef50_X5DXD1, UniRef:UniRef90_X5DXD1
ptg000002l	cds	2266515	2267591	-	IIKNCJ_11540	ilvE	branched-chain amino acid aminotransferase	COG:COG0115, COG:EH, EC:2.6.1.42, GO:0009097, GO:0009098, GO:0009099, GO:0050048, GO:0052654, GO:0052655, GO:0052656, RefSeq:WP_000076036.1, SO:0001217, UniParc:UPI0000054830, UniRef:UniRef100_Q5HIC1, UniRef:UniRef50_P39576, UniRef:UniRef90_Q5HIC1
ptg000002l	cds	2267926	2268891	-	IIKNCJ_11545	wcaG	Uncharacterized epimerase/dehydratase SACOL0599	COG:COG0451, COG:M, GO:0006567, GO:0008743, RefSeq:WP_000723301.1, SO:0001217, UniParc:UPI0000054831, UniRef:UniRef100_Q7A1Q7, UniRef:UniRef50_Q5HRJ9, UniRef:UniRef90_Q6GJB5
ptg000002l	cds	2269105	2270742	-	IIKNCJ_11550	araB	ribulokinase	COG:COG1069, COG:G, EC:2.7.1.16, GO:0005524, GO:0008741, GO:0019150, GO:0019569, RefSeq:WP_000122340.1, SO:0001217, UniParc:UPI00004B5B35, UniRef:UniRef100_Q2FJ88, UniRef:UniRef50_Q49V87, UniRef:UniRef90_Q2FJ88
ptg000002l	cds	2270902	2271780	-	IIKNCJ_11555	hchA	protein deglycase HchA	COG:COG0693, COG:V, EC:3.1.2.-, EC:3.5.1.-, EC:3.5.1.124, GO:0005737, GO:0006281, GO:0016790, GO:0016811, GO:0030091, GO:0036524, KEGG:K05523, RefSeq:WP_000076404.1, SO:0001217, UniParc:UPI0000054833, UniRef:UniRef100_A7WYY0, UniRef:UniRef50_A6QEK3, UniRef:UniRef90_A6QEK3
ptg000002l	cds	2272046	2273233	-	IIKNCJ_11560	bioF	glycine C-acetyltransferase	COG:COG0156, COG:H, EC:2.3.1.-, GO:0009058, GO:0016740, GO:0030170, RefSeq:WP_000250824.1, SO:0001217, UniParc:UPI00004B5B34, UniRef:UniRef100_Q5HIC5, UniRef:UniRef50_P60121, UniRef:UniRef90_P60121
ptg000002l	cds	2273404	2274579	+	IIKNCJ_11565	abgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	COG:COG1473, COG:R, RefSeq:WP_000887915.1, SO:0001217, UniParc:UPI00004B5B33, UniRef:UniRef100_A0A0D6G8R3, UniRef:UniRef50_A0A380GBP4, UniRef:UniRef90_A0A0D6G8R3
ptg000002l	cds	2274861	2276045	-	IIKNCJ_11570	tuf	elongation factor Tu	COG:COG0050, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005737, RefSeq:WP_001040568.1, SO:0001217, UniParc:UPI0000054837, UniRef:UniRef100_A7WYX6, UniRef:UniRef50_P23568, UniRef:UniRef90_Q93PU8
ptg000002l	cds	2276262	2278343	-	IIKNCJ_11575	fusA_G664S	elongation factor G	COG:COG0480, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005737, RefSeq:WP_000090315.1, SO:0001217, UniParc:UPI0000052287, UniRef:UniRef100_A7WYX4, UniRef:UniRef50_P56002, UniRef:UniRef90_Q5HRK5
ptg000002l	cds	2278466	2278846	-	IIKNCJ_11580	rpsG	30S ribosomal protein S7	COG:COG0049, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0015935, GO:0019843, KEGG:K02992, RefSeq:WP_001819728.1, SO:0001217, UniParc:UPI0000696BC5, UniRef:UniRef100_A7WYX3, UniRef:UniRef50_Q9RXK6, UniRef:UniRef90_B9E8Q2
ptg000002l	cds	2279003	2279416	-	IIKNCJ_11585	rpsL	30S ribosomal protein S12	COG:COG0048, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0015935, GO:0019843, RefSeq:WP_001142337.1, SO:0001217, UniParc:UPI0000048026, UniRef:UniRef100_A7WYX1, UniRef:UniRef50_P21472, UniRef:UniRef90_Q5HRK7
ptg000002l	cds	2279514	2279768	-	IIKNCJ_11590	rpl7Ae	Putative ribosomal protein L7Ae-like	COG:COG1358, COG:J, GO:0005840, GO:1990904, RefSeq:WP_000031892.1, SO:0001217, UniParc:UPI00001353D9, UniRef:UniRef100_A7WYX0, UniRef:UniRef50_A7WYX0, UniRef:UniRef90_A7WYX0
ptg000002l	cds	2279905	2283528	-	IIKNCJ_11595	rpoC	DNA-directed RNA polymerase subunit beta'	COG:COG0086, COG:K, EC:2.7.7.6, GO:0000287, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0008270, KEGG:K03046, SO:0001217, UniParc:UPI00015D7B2C, UniRef:UniRef100_Q2FJ97, UniRef:UniRef50_P37871, UniRef:UniRef90_Q2G0N5
ptg000002l	cds	2283665	2287216	-	IIKNCJ_11600	rpoB	DNA-directed RNA polymerase subunit beta	COG:COG0085, COG:K, EC:2.7.7.6, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0032549, RefSeq:WP_000918667.1, SO:0001217, UniParc:UPI00000D771C, UniRef:UniRef100_A7WYW7, UniRef:UniRef50_Q727C7, UniRef:UniRef90_Q49V52
ptg000002l	cds	2287431	2288039	-	IIKNCJ_11605	rsmC	16S rRNA G1207 methylase RsmC	COG:COG2813, COG:J, RefSeq:WP_000020304.1, SO:0001217, UniParc:UPI000005483D, UniRef:UniRef100_Q53753, UniRef:UniRef50_A0A364UNE7, UniRef:UniRef90_A0A0U1MEQ4
ptg000002l	cds	2288214	2288582	-	IIKNCJ_11610	rplL	50S ribosomal protein L7/L12	COG:COG0222, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_001273586.1, SO:0001217, UniParc:UPI0000052289, UniRef:UniRef100_A7WYW4, UniRef:UniRef50_Q8YLJ5, UniRef:UniRef90_Q49V50
ptg000002l	cds	2288625	2289125	-	IIKNCJ_11615	rplJ	50S ribosomal protein L10	COG:COG0244, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0070180, RefSeq:WP_001273085.1, SO:0001217, UniParc:UPI0000054840, UniRef:UniRef100_A7WYW2, UniRef:UniRef50_P42923, UniRef:UniRef90_Q5HRL3
ptg000002l	ncRNA-region	2289163	2289309	-			Ribosomal protein L10 leader	RFAM:RF00557, SO:0000140
ptg000002l	cds	2289397	2290089	-	IIKNCJ_11620	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0006417, GO:0015934, GO:0019843, RefSeq:WP_001074619.1, SO:0001217, UniParc:UPI0000054841, UniRef:UniRef100_A7WYW1, UniRef:UniRef50_Q7NK78, UniRef:UniRef90_Q49V48
ptg000002l	cds	2290297	2290719	-	IIKNCJ_11625	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0070180, GO:1990904, RefSeq:WP_001085792.1, SO:0001217, UniParc:UPI0000165A2E, UniRef:UniRef100_A7WYW0, UniRef:UniRef50_P36254, UniRef:UniRef90_P36254
ptg000002l	cds	2290900	2291448	-	IIKNCJ_11630	nusG	transcription termination/antitermination protein NusG	COG:COG0250, COG:K, GO:0006353, GO:0006354, GO:0031564, GO:0032784, GO:0140673, KEGG:K02601, RefSeq:WP_001288302.1, SO:0001217, UniParc:UPI0000054843, UniRef:UniRef100_Q2G0P2, UniRef:UniRef50_Q2G0P2, UniRef:UniRef90_Q2G0P2
ptg000002l	cds	2291461	2291643	-	IIKNCJ_11635	secE	preprotein translocase subunit SecE	COG:COG0690, COG:U, GO:0005886, GO:0006605, GO:0008320, GO:0009306, GO:0043952, GO:0065002, RefSeq:WP_001074474.1, SO:0001217, UniParc:UPI00000B7A5E, UniRef:UniRef100_Q5HIE0, UniRef:UniRef50_P0A0I4, UniRef:UniRef90_P0A0I4
ptg000002l	cds	2291957	2292526	-	IIKNCJ_11640	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, RefSeq:WP_000872873.1, SO:0001217, UniParc:UPI00004B5B2F, UniRef:UniRef100_X5DV41, UniRef:UniRef50_X5DV41, UniRef:UniRef90_X5DV41
ptg000002l	cds	2292607	2293131	-	IIKNCJ_11645	rae1	EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family, contains PIN domain	COG:COG3688, COG:J, RefSeq:WP_000664738.1, SO:0001217, UniParc:UPI0000054846, UniRef:UniRef100_Q9AGS9, UniRef:UniRef50_A0A854DW26, UniRef:UniRef90_A0A7U7EXF6
ptg000002l	cds	2293131	2293877	-	IIKNCJ_11650	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, EC:2.1.1.-, GO:0003723, GO:0005737, GO:0006396, GO:0008173, RefSeq:WP_000390328.1, SO:0001217, UniParc:UPI00000BBCB5, UniRef:UniRef100_Q5HIE3, UniRef:UniRef50_Q49V41, UniRef:UniRef90_Q99W72
ptg000002l	cds	2293885	2294289	-	IIKNCJ_11655	mrnC	Mini-ribonuclease 3	COG:COG1939, COG:J, EC:3.1.26.-, GO:0004525, GO:0005737, GO:0006364, GO:0019843, RefSeq:WP_000370182.1, SO:0001217, UniParc:UPI00000D770F, UniRef:UniRef100_Q2G2M4, UniRef:UniRef50_Q2G2M4, UniRef:UniRef90_Q2G2M4
ptg000002l	cds	2294282	2295682	-	IIKNCJ_11660	cysS	cysteine--tRNA ligase	COG:COG0215, COG:J, EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0006423, GO:0008270, RefSeq:WP_000631963.1, SO:0001217, UniParc:UPI00004B5B2E, UniRef:UniRef100_Q2FJB0, UniRef:UniRef50_Q06752, UniRef:UniRef90_Q6GJD9
ptg000002l	cds	2295666	2296346	-	IIKNCJ_11665	cysE	serine O-acetyltransferase	COG:COG1045, COG:E, EC:2.3.1.30, GO:0005737, GO:0006535, GO:0009001, SO:0001217, UniParc:UPI000175C520, UniRef:UniRef100_Q6GJE0, UniRef:UniRef50_Q65PC9, UniRef:UniRef90_Q5HRM4
ptg000002l	cds	2296736	2298190	-	IIKNCJ_11670	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, RefSeq:WP_001283792.1, SO:0001217, UniParc:UPI000002E8EE, UniRef:UniRef100_A7WYU4, UniRef:UniRef50_Q81J61, UniRef:UniRef90_Q6GJE1
ptg000002l	cds	2298747	2299820	-	IIKNCJ_11675		Uncharacterized conserved protein YacL, contains PIN and TRAM domains	COG:COG4956, COG:R, RefSeq:WP_001028376.1, SO:0001217, UniParc:UPI00000D7788, UniRef:UniRef100_W8UT44, UniRef:UniRef50_W8UT44, UniRef:UniRef90_W8UT44
ptg000002l	cds	2299845	2301209	-	IIKNCJ_11680	radA	DNA repair protein RadA	COG:COG1066, COG:L, RefSeq:WP_001085220.1, SO:0001217, UniParc:UPI00004B5B2C, UniRef:UniRef100_A0A0D3Q4U0, UniRef:UniRef50_P37572, UniRef:UniRef90_W8U6A9
ptg000002l	cds	2301694	2304150	-	IIKNCJ_11685	clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	COG:COG0542, COG:O, GO:0005524, GO:0016887, RefSeq:WP_000897132.1, SO:0001217, UniParc:UPI000005484F, UniRef:UniRef100_Q2FJB5, UniRef:UniRef50_Q2YSD6, UniRef:UniRef90_Q5HRM8
ptg000002l	cds	2304164	2305174	-	IIKNCJ_11690	mcsB	protein arginine kinase	COG:COG3869, COG:O, EC:2.7.14.1, GO:0004111, GO:0004672, GO:0005524, GO:0016310, GO:0046314, SO:0001217, UniParc:UPI0001574414, UniRef:UniRef100_Q2FJB6, UniRef:UniRef50_Q49V33, UniRef:UniRef90_Q2FJB6
ptg000002l	cds	2305161	2305727	-	IIKNCJ_11695	mcsA	Protein-arginine kinase activator protein	COG:COG3880, COG:O, GO:0003677, GO:0005507, GO:0008270, GO:0046870, GO:0050897, GO:1990169, GO:1990170, RefSeq:WP_000882069.1, SO:0001217, UniParc:UPI00000D7700, UniRef:UniRef100_Q2G0P7, UniRef:UniRef50_Q2G0P7, UniRef:UniRef90_Q2G0P7
ptg000002l	cds	2305746	2306216	-	IIKNCJ_11700	ctsR	Transcriptional regulator CtsR	COG:COG4463, COG:K, GO:0003677, GO:0006355, KEGG:K03708, SO:0001217, UniParc:UPI0001D1697E, UniRef:UniRef100_Q2FJB8, UniRef:UniRef50_Q49V31, UniRef:UniRef90_Q5HRN1
ptg000002l	cds	2306365	2307579	+	IIKNCJ_11705	nupC	Nucleoside permease NupC	COG:COG1972, COG:F, RefSeq:WP_000547794.1, SO:0001217, UniParc:UPI0000054854, UniRef:UniRef100_W8U6B3, UniRef:UniRef50_P0AFF3, UniRef:UniRef90_W8U6B3
ptg000002l	cds	2307787	2308347	-	IIKNCJ_11710	pdxT	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT	COG:COG0311, COG:H, EC:4.3.3.6, GO:0004359, GO:0006543, GO:0036381, GO:0042823, RefSeq:WP_000690439.1, SO:0001217, UniParc:UPI0000054855, UniRef:UniRef100_A7WYT2, UniRef:UniRef50_Q49V29, UniRef:UniRef90_A7WYT2
ptg000002l	cds	2308351	2309238	-	IIKNCJ_11715	pdxS	pyridoxal 5'-phosphate synthase subunit PdxS	BlastRules:WP_003247145, COG:COG0214, COG:H, EC:4.3.3.6, GO:0036381, GO:0042823, RefSeq:WP_000034728.1, SO:0001217, UniParc:UPI0000054856, UniRef:UniRef100_A7WYT1, UniRef:UniRef50_P37527, UniRef:UniRef90_Q49V28
ptg000002l	cds	2309342	2310724	+	IIKNCJ_11720	aRO8	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	COG:COG1167, COG:KE, RefSeq:WP_000799248.1, SO:0001217, UniParc:UPI00000D783D, UniRef:UniRef100_W8TRW2, UniRef:UniRef50_A0A0M2NQN5, UniRef:UniRef90_W8TRW2
ptg000002l	rRNA	2311249	2311363	-	IIKNCJ_11725	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
ptg000002l	rRNA	2311436	2314358	-	IIKNCJ_11730	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
ptg000002l	tRNA	2314526	2314602	-	IIKNCJ_11735	trnI	tRNA-Ile(gat)	SO:0000263
ptg000002l	rRNA	2314697	2316248	-	IIKNCJ_11740	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
ptg000002l	tRNA	2316371	2316446	-	IIKNCJ_11745	trnA	tRNA-Ala(tgc)	SO:0000254
ptg000002l	rRNA	2316459	2316573	-	IIKNCJ_11750	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
ptg000002l	cds	2317131	2318618	-	IIKNCJ_11755	lysS	lysine--tRNA ligase	COG:COG1190, COG:J, EC:6.1.1.6, GO:0000287, GO:0003676, GO:0004824, GO:0005524, GO:0005737, GO:0006430, GO:0016740, KEGG:K04567, RefSeq:WP_001288202.1, SO:0001217, UniParc:UPI00000CA95E, UniRef:UniRef100_A7WYS8, UniRef:UniRef50_Q8YAB8, UniRef:UniRef90_A7WYS8
ptg000002l	cds	2319157	2319633	-	IIKNCJ_11760	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	COG:COG0801, COG:H, RefSeq:WP_000613716.1, SO:0001217, UniParc:UPI0000054630, UniRef:UniRef100_X5EH84, UniRef:UniRef50_X5EH84, UniRef:UniRef90_X5EH84
ptg000002l	cds	2319630	2319995	-	IIKNCJ_11765	folB	dihydroneopterin aldolase	COG:COG1539, COG:H, EC:4.1.2.25, GO:0004150, GO:0016853, GO:0046654, GO:0046656, RefSeq:WP_001154302.1, SO:0001217, UniParc:UPI00000D7721, UniRef:UniRef100_Q5HIG0, UniRef:UniRef50_Q5HRN9, UniRef:UniRef90_Q5HIG0
ptg000002l	cds	2319973	2320776	-	IIKNCJ_11770	folP	dihydropteroate synthase	COG:COG0294, COG:H, EC:2.5.1.15, GO:0004156, GO:0046654, GO:0046656, GO:0046872, RefSeq:WP_000167924.1, SO:0001217, UniParc:UPI00000D9CA7, UniRef:UniRef100_Q8NXZ2, UniRef:UniRef50_P64141, UniRef:UniRef90_P64141
ptg000002l	cds	2320992	2321924	-	IIKNCJ_11775	cysK	cysteine synthase A	COG:COG0031, COG:E, EC:2.5.1.47, GO:0004124, GO:0006535, RefSeq:WP_000057594.1, SO:0001217, UniParc:UPI00000D7812, UniRef:UniRef100_Q5HIG2, UniRef:UniRef50_Q5HRP1, UniRef:UniRef90_Q5HRP1
ptg000002l	cds	2322103	2322984	-	IIKNCJ_11780	hslO	Hsp33 family molecular chaperone HslO	COG:COG1281, COG:O, GO:0005737, GO:0006457, GO:0051082, KEGG:K04083, RefSeq:WP_000148605.1, SO:0001217, UniParc:UPI0000054634, UniRef:UniRef100_Q2FJC9, UniRef:UniRef50_P37565, UniRef:UniRef90_Q2FJC9
ptg000002l	cds	2323213	2325306	-	IIKNCJ_11785	ftsH	ATP-dependent zinc metalloprotease FtsH	COG:COG0465, COG:O, RefSeq:WP_001167887.1, SO:0001217, UniParc:UPI00004B5B2A, UniRef:UniRef100_A0A0E7WS66, UniRef:UniRef50_P37476, UniRef:UniRef90_A0A0E7WS66
ptg000002l	cds	2325563	2326102	-	IIKNCJ_11790	hpt	hypoxanthine phosphoribosyltransferase	COG:COG0634, COG:F, EC:2.4.2.8, GO:0000166, GO:0004422, GO:0005737, GO:0006166, GO:0032263, GO:0032264, GO:0046872, GO:0052657, RefSeq:WP_000551283.1, SO:0001217, UniParc:UPI00000D7886, UniRef:UniRef100_Q5HIG5, UniRef:UniRef50_Q5HRP4, UniRef:UniRef90_Q5HRP4
ptg000002l	cds	2326107	2327402	-	IIKNCJ_11795	tilS	tRNA(Ile)-lysidine synthase	COG:COG0037, COG:J, EC:6.3.4.19, GO:0005524, GO:0005737, GO:0006400, GO:0016879, RefSeq:WP_001176715.1, SO:0001217, UniParc:UPI0000054638, UniRef:UniRef100_Q5HIG6, UniRef:UniRef50_Q5HRP5, UniRef:UniRef90_Q99W94
ptg000002l	cds	2327582	2327983	-	IIKNCJ_11800	yabR	S1 domain-containing RNA-binding protein	COG:COG1098, COG:R, RefSeq:WP_000021445.1, SO:0001217, UniParc:UPI0000054639, UniRef:UniRef100_W8TRX1, UniRef:UniRef50_W8TRX1, UniRef:UniRef90_W8TRX1
ptg000002l	cds	2328088	2328480	-	IIKNCJ_11805	ftsB	Cell division protein FtsB	COG:COG2919, COG:D, RefSeq:WP_000792417.1, SO:0001217, UniParc:UPI000005463B, UniRef:UniRef100_W8UT59, UniRef:UniRef50_A0A192F514, UniRef:UniRef90_W8UT59
ptg000002l	cds	2328498	2328761	-	IIKNCJ_11810	hslR	Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain	COG:COG1188, COG:J, RefSeq:WP_001234988.1, SO:0001217, UniParc:UPI000005463C, UniRef:UniRef100_W8U6C6, UniRef:UniRef50_Q9KGI8, UniRef:UniRef90_W8U6C6
ptg000002l	cds	2328758	2329951	-	IIKNCJ_11815	yabN	Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain	COG:COG3956, COG:R, RefSeq:WP_000951448.1, SO:0001217, UniParc:UPI0000696BBE, UniRef:UniRef100_A0A5A8VF99, UniRef:UniRef50_A0A240AB46, UniRef:UniRef90_A0A380DL55
